id,slug,title,occurred_on,occurred_on_precision,ended_on,jurisdiction,country,continent,level,type,tactic_primary,leader_slug,issue_of_the_day,outcome,outcome_on,outcome_note,granularity,era,summary,what_happened,stated_justification,effect_on_reporting,unknowns,status,status_updated_on,external_ids,illustration_key,pub_state,published_at,reviewed_on,next_review_on,revision,created_at,updated_at
72,2010-hungary-media-law-content-authority,Hungary's parliament gives a government-appointed media council power to fine outlets for unbalanced coverage,2010-12-21,day,,HU,HU,europe,national,,funding_and_ownership_pressure,viktor-orban,"The incoming Fidesz government's broader effort, after its April 2010 election win, to restructure Hungary's state institutions, including media regulation.",sustained,2011-01-01,"The law took effect January 1, 2011, and, after European Union criticism, Hungary amended some provisions in 2011 but kept the media authority's core licensing and fining powers.",anchor,2010s,"Hungary's parliament, controlled by Prime Minister Viktor Orban's Fidesz party, passed a media law creating a government-appointed National Media and Infocommunications Authority empowered to fine any outlet, print, broadcast or online, for coverage it deemed unbalanced or offensive to public morality.{c:272}{c:273}{c:274}{c:275}","In December 2010, Hungary's parliament, where Prime Minister Viktor Orban's Fidesz party held a two-thirds majority, passed a media law creating the National Media and Infocommunications Authority, a regulator whose board is appointed by the parliamentary majority for nine-year terms. The law let the authority impose fines, reported at up to roughly half a million dollars per violation, on any news outlet it judged had produced ""unbalanced"" coverage or violated vaguely defined standards of ""public morality,"" and required outlets to register with the state. The law took effect January 1, 2011. The Organization for Security and Co-operation in Europe called the media council's power ""unprecedented in European democracies,"" and former European Union Commissioner Laszlo Kovacs said, ""The law provides total control to the government over all the media, both public and private."" Orban said the government was ""monitoring its practical application"" and would address concerns if verified; a Media Council legal official acknowledged the country's earlier ""unfettered press freedom"" had also produced problems.{c:272}{c:273}{c:274}{c:275}","Prime Minister Orban said the government was ""monitoring its practical application and if any of the political concerns are verified ... we are ready to remedy them,"" while a Media Council legal official said Hungary's earlier ""unfettered press freedom"" had ""yielded some negative fruit as well.""{c:273}{c:274}","Every news outlet, print, broadcast or online, became subject to fines of up to roughly half a million dollars for coverage a government-appointed board deemed unbalanced; the OSCE called the board's power ""unprecedented in European democracies.""{c:275}",,historical,2026-09-22,{},,published,2026-09-22T23:09:09Z,2026-09-22,2026-12-22,4,2026-09-22T23:09:04Z,2026-09-22T23:09:09Z
73,2013-ecuador-communications-law-supercom,Ecuador's Organic Communication Law creates a regulator that issues hundreds of sanctions against journalists and outlets,2013-06-25,day,,EC,EC,south-america,national,,funding_and_ownership_pressure,rafael-correa,"President Correa's long-running public disputes with Ecuadorian media over their coverage of his government, including a separate 2011 libel case against the newspaper El Universo.",reversed,2018-07-24,"President Lenin Moreno's government moved to eliminate SUPERCOM in 2018; Fundamedios director Cesar Ricaurte said the surrounding legal framework nonetheless remained ""intact.""",anchor,2010s,"Ecuador's National Assembly passed the Organic Communication Law under President Rafael Correa, creating the Superintendency of Information and Communication (SUPERCOM), a regulator that issued more than 675 sanctions against journalists and media outlets over the following four years.{c:276}{c:277}{c:278}{c:279}","On June 25, 2013, Ecuador's National Assembly, controlled by allies of President Rafael Correa, passed the Organic Communication Law, which created the Superintendency of Information and Communication (SUPERCOM), a regulator empowered to fine, reprimand or order public apologies from journalists and outlets found to have violated the law's content rules, provisions the United Nations and the Inter-American Commission on Human Rights said were used against coverage unfavorable to the government. Within four years, SUPERCOM had opened 1,081 cases and issued 675 sanctions, by its own count, split by the monitoring group Fundamedios into 324 fines, 137 written reprimands and 54 forced public apologies. SUPERCOM itself said the law guaranteed rather than restricted press freedom because ""in four years no media outlet has been closed."" After Correa left office, President Lenin Moreno proposed eliminating SUPERCOM in 2018; his communications secretary said, ""If we're in a constructive process, we should get rid of the Supercom.""{c:276}{c:277}{c:278}{c:279}","SUPERCOM described its own record as evidence the law protected rather than restricted the press, saying ""in four years no media outlet has been closed,"" while United Nations and Inter-American human-rights bodies said the law had been ""used as an instrument to unduly interfere in the content of media outlets and punish them, especially when their coverage is unfavorable.""{c:278}","SUPERCOM opened 1,081 cases and issued 675 sanctions against journalists and outlets in four years, including fines, written reprimands and forced public apologies, a pattern Fundamedios and international monitors said pressured critical coverage.{c:276}{c:277}{c:278}{c:279}",,historical,2026-09-22,{},,published,2026-09-22T23:09:16Z,2026-09-22,2026-12-22,4,2026-09-22T23:09:10Z,2026-09-22T23:09:16Z
74,2013-egypt-al-jazeera-journalists-jailed,Egypt arrests and later convicts three Al Jazeera journalists on terrorism-related charges,2013-12-29,day,,EG,EG,africa,national,,detention_and_violence,adly-mansour,The Egyptian military's July 2013 removal of President Mohamed Morsi and the government's subsequent designation of his Muslim Brotherhood as a terrorist organization.,reversed,2015-09-23,"President Sisi pardoned Fahmy and Mohamed on September 23, 2015; Greste had already been deported to Australia in February 2015 under a prisoner-transfer arrangement.",anchor,2010s,"Months after the military removed President Mohamed Morsi, Egyptian security forces arrested Al Jazeera English journalists Peter Greste, Mohamed Fahmy and Baher Mohamed at a Cairo hotel; courts later convicted them of aiding a banned organization, and international pressure led to pardons.{c:280}{c:281}{c:282}{c:283}{c:284}","On December 29, 2013, Egyptian security forces arrested Al Jazeera English correspondent Peter Greste, bureau chief Mohamed Fahmy and producer Baher Mohamed at Cairo's Marriott Hotel, months after the military, led by then-Defense Minister Abdel Fattah el-Sisi, removed elected President Mohamed Morsi of the Muslim Brotherhood, which the government later designated a terrorist organization. Prosecutors charged the journalists with aiding the Brotherhood and ""spreading false news""; a June 2014 trial convicted them, and an August 2015 retrial, after the first conviction was overturned on appeal, again found them guilty of ""aiding a terrorist organisation,"" partly, the judge said, because they had not registered with the country's journalist ""syndicate,"" sentencing Fahmy and Mohamed to three years. Al Jazeera called the verdict ""a deliberate attack on press freedom""; Greste, already deported and tried in absentia, said, ""We did nothing wrong. The court presented no evidence."" President Sisi pardoned Fahmy and Mohamed on September 23, 2015, as part of a wider amnesty.{c:280}{c:281}{c:282}{c:283}{c:284}","Prosecutors charged the journalists with aiding the banned Muslim Brotherhood and ""spreading false news""; the August 2015 judge cited, in part, their failure to register with the country's official journalist ""syndicate"" and unauthorized broadcast equipment.{c:281}","All three lost their liberty for over a year on charges press-freedom groups said lacked evidence; Al Jazeera said the verdict was ""yet another deliberate attack on press freedom,"" and the United Nations said it was ""very disturbed"" by the sentences.{c:282}{c:283}",,historical,2026-09-22,{},,published,2026-09-22T23:09:22Z,2026-09-22,2026-12-22,4,2026-09-22T23:09:16Z,2026-09-22T23:09:22Z
75,2015-poland-public-media-law-firings,"Poland's new government gains power to replace public broadcaster leadership, and journalists are dismissed",2015-12-31,day,,PL,PL,europe,national,,funding_and_ownership_pressure,beata-szydlo,Law and Justice's decisive October 2015 election win and its stated aim of overhauling public institutions it viewed as insufficiently accountable to voters.,sustained,2019-12-31,The appointment power and pattern of dismissals continued through the remainder of the PiS government's term; ownership of the public broadcasters changed only after a later change of government.,anchor,2010s,"Weeks after winning power, Poland's Law and Justice (PiS) party passed a law letting the treasury minister directly appoint and dismiss the heads of public radio and television, and dozens of journalists at the public broadcaster were subsequently dismissed or resigned.{c:285}{c:286}{c:287}{c:288}","Poland's Law and Justice (PiS) party won parliamentary and presidential elections in 2015 and, within weeks of taking office, passed a ""small"" media law, signed by President Andrzej Duda on December 31, 2015, giving the treasury minister power to appoint and dismiss the heads of public radio and television broadcasters directly, without the previously required independent broadcasting council process. Reporters Without Borders said the law ""gave the ruling party close control of the public media."" Under Prime Minister Beata Szydlo's government, dozens of journalists and executives at the public broadcasters TVP and Polish Radio were dismissed or resigned in the following months, part of what one former colleague called a ""political cleansing"" that began at the top and moved through the ranks, affecting first ""journalists and editors of news and current affairs programmes."" RSF said firing ""experienced journalists whose professionalism has never been disputed violates a democratic society's rules and threatens press freedom,"" and that the changes ""helped precipitate Poland's rapid fall"" in its press-freedom rankings.{c:285}{c:286}{c:287}{c:288}",The government did not offer an individualized public justification for each dismissal in the sources reviewed; a former colleague of those removed described management as seeking staff viewed as ideologically reliable rather than only professionally qualified.{c:285}{c:286}{c:287}{c:288},"RSF said the dismissals of experienced, professionally undisputed journalists violated ""a democratic society's rules and threatens press freedom"" and ""badly hurt the quality of public radio programmes,"" contributing to Poland's fall in press-freedom rankings.{c:286}{c:287}",,historical,2026-09-22,{},,published,2026-09-22T23:09:28Z,2026-09-22,2026-12-22,4,2026-09-22T23:09:23Z,2026-09-22T23:09:28Z
76,2017-cambodia-daily-closed-tax-bill,Cambodia's government forces the closure of The Cambodia Daily with a disputed multimillion-dollar tax bill,2017-09-04,day,,KH,KH,asia,national,,outlet_licensing,hun-sen,Preparations for Cambodia's 2018 general election and a wider government campaign against independent media and civil-society groups seen as sympathetic to the opposition.,sustained,2017-09-04,The Cambodia Daily did not reopen; its closure coincided with a wider campaign against independent outlets and civil-society groups ahead of Cambodia's 2018 election.,anchor,2010s,"Cambodia's tax authority presented the independent, English-language Cambodia Daily with a $6.3 million bill the paper called arbitrary and undocumented, forcing the 24-year-old newspaper to close rather than pay, amid a wider campaign against independent media before 2018 elections.{c:289}{c:290}{c:291}{c:292}","The Cambodia Daily, an independent English-language newspaper covering Cambodian politics and human rights since 1993, was presented by the tax authority with a $6.3 million bill covering several years of alleged unpaid taxes. The paper said the figure was ""arbitrary"" and not based on any audit of its books, and Prime Minister Hun Sen, in a speech, called the paper's owners ""thieves"" and said, of their response, ""When they didn't pay and we asked them to leave the country, they said we are a dictatorship."" Unable to pay or successfully dispute the bill by the government's deadline, the paper published its final edition on September 4, 2017, headlined ""Descent Into Outright Dictatorship,"" and closed after 24 years. Human Rights Watch's Phil Robertson called the closure ""one of the gravest threats to freedom of the press in Cambodia since the 1991 Paris Peace Accords."" The closure came amid a wider campaign against independent media and civil-society groups ahead of Cambodia's 2018 elections, which Hun Sen's party went on to win after the main opposition party was dissolved by court order.{c:289}{c:290}{c:291}{c:292}","The tax department presented the $6.3 million bill as owed back taxes; the newspaper said the figure was ""arbitrary"" and not based on an audit, and Prime Minister Hun Sen said of the dispute, ""When they didn't pay and we asked them to leave the country, they said we are a dictatorship.""{c:291}","An independent newspaper that had covered Cambodian politics and rights issues for 24 years closed rather than pay a bill it could not verify; Human Rights Watch called it ""one of the gravest threats to freedom of the press in Cambodia since the 1991 Paris Peace Accords.""{c:290}{c:292}",,historical,2026-09-22,{},,published,2026-09-22T23:09:34Z,2026-09-22,2026-12-22,4,2026-09-22T23:09:29Z,2026-09-22T23:09:34Z
77,2018-tanzania-online-content-regulations,Tanzania requires bloggers and online publishers to register and pay an annual government fee,2018-03-16,day,,TZ,TZ,africa,national,,outlet_licensing,john-magufuli,A broader push under President Magufuli's government to regulate online speech and civic activity ahead of Tanzania's 2020 general election cycle.,unknown,2018-04-12,A court granted media and rights groups an injunction against the fee in April 2018 while their challenge proceeded; the sources reviewed do not establish the challenge's final outcome.,anchor,2010s,"Tanzania's government, under President John Magufuli, issued regulations requiring anyone running a blog or website with user content to register with the telecoms regulator and pay an annual fee reported at roughly $930, with vaguely worded content bans.{c:293}{c:294}{c:295}{c:296}","On March 16, 2018, Tanzania's government issued the Electronic and Postal Communications (Online Content) Regulations, requiring bloggers, online publishers and operators of websites with user-generated content to register with the Tanzania Communications Regulatory Authority (TCRA) and pay a licensing fee reported at roughly $930 a year, a large sum in a country where average annual income is a small fraction of that. The regulations banned vaguely defined categories of content, including material causing ""annoyance"" or leading to ""public disorder,"" and let the TCRA order content removed without judicial process. The advocacy group ARTICLE 19 said the TCRA ""is not independent and giving the body the power to determine illegal content and order its removal lacks due process guarantees."" Local media reported officials said the fee was meant to curb ""moral decadence"" online. Six human-rights and media groups challenged the fee in court and won an injunction in April 2018 while the case proceeded.{c:293}{c:294}{c:295}{c:296}","Officials said the regulations were meant to curb what local reporting described as ""moral decadence"" online and to make bloggers and online publishers accountable in the way licensed broadcasters already were.{c:296}","Anyone running a blog or user-content website had to register and pay roughly $930 a year, a large sum locally, or risk prosecution; ARTICLE 19 said the regulator enforcing the rule ""is not independent"" and lacked ""due process guarantees"" for content takedowns.{c:295}",,historical,2026-09-22,{},,published,2026-09-22T23:09:40Z,2026-09-22,2026-12-22,4,2026-09-22T23:09:35Z,2026-09-22T23:09:40Z
78,2018-myanmar-reuters-journalists-official-secrets-act,Myanmar sentences two Reuters journalists to seven years under the Official Secrets Act for reporting on a massacre,2018-09-03,day,,MM,MM,asia,national,,secrets_and_espionage_laws,aung-san-suu-kyi,"The Reuters investigation into the killing of ten Rohingya Muslim men and boys by Myanmar soldiers and local residents in Inn Din village, Rakhine State, in September 2017.",reversed,2019-05-07,"President Win Myint pardoned and released Wa Lone and Kyaw Soe Oo on May 7, 2019, after 511 days in prison, as part of a mass amnesty.",anchor,2010s,"A Myanmar court sentenced Reuters reporters Wa Lone and Kyaw Soe Oo to seven years under the colonial-era Official Secrets Act after police handed them classified documents at a dinner shortly before their arrest, while they were investigating the killing of Rohingya Muslim villagers.{c:297}{c:298}{c:299}{c:300}","Reuters reporters Wa Lone and Kyaw Soe Oo were investigating the killing of ten Rohingya Muslim men and boys by soldiers and villagers in Rakhine State when police, in December 2017, invited them to dinner and handed them rolled-up documents just before officers arrested them for possessing the papers. Prosecutors charged them under Myanmar's Official Secrets Act, a colonial-era law against handling state documents without authorization. On September 3, 2018, a judge convicted and sentenced both men to seven years in prison. Reuters editor-in-chief Stephen Adler called it ""a sad day for Myanmar, Reuters journalists Wa Lone and Kyaw Soe Oo, and the press everywhere."" Human Rights Watch's Brad Adams said, ""7 years for reporting the truth is what we expect from dictatorships,"" and Britain's ambassador said the case ""struck a hammer blow to the rule of law."" Aung San Suu Kyi's government, in which she held the position of State Counsellor, a de facto head-of-government role created for her since the constitution barred her from the presidency, did not intervene.{c:297}{c:298}{c:299}{c:300}","Prosecutors charged the two reporters under the colonial-era Official Secrets Act for possessing documents a police officer had handed them at a dinner shortly before their arrest, a setup the reporters' defense argued at trial.{c:297}{c:298}{c:299}{c:300}","Two working journalists received seven-year prison sentences for reporting on a documented mass killing; Human Rights Watch's Brad Adams said, ""7 years for reporting the truth is what we expect from dictatorships,"" and the case drew wide international condemnation.{c:298}{c:299}",,historical,2026-09-22,{},,published,2026-09-22T23:09:46Z,2026-09-22,2026-12-22,4,2026-09-22T23:09:41Z,2026-09-22T23:09:46Z
79,2019-india-kashmir-communications-blackout,India imposes a communications blackout in Jammu and Kashmir after revoking the region's special status,2019-08-05,day,,IN,IN,asia,national,,shutdowns_and_blocking,narendra-modi,"The Indian government's August 2019 revocation of Article 370, which had granted Jammu and Kashmir a degree of constitutional autonomy since 1949.",ongoing,2020-08-05,High-speed mobile internet remained restricted into 2020; the International Federation of Journalists reported the blackout as still affecting journalists' work a full year after it began.,anchor,2010s,"As it revoked Jammu and Kashmir's constitutional autonomy, India's government cut broadband, mobile internet, text messaging and phone service across the region, leaving local journalists unable to file stories, verify information or communicate with sources for months.{c:301}{c:302}{c:303}{c:304}{c:305}","On August 5, 2019, India's government, led by Prime Minister Narendra Modi, revoked Article 370 of the Indian constitution, which had granted the Muslim-majority region of Jammu and Kashmir a degree of autonomy, and split it into two federally administered territories. Ahead of the announcement, authorities cut broadband, mobile internet, text messaging and phone service across the region and detained several local political leaders. The government said the changes would bring stability and end ""separatism, terrorism, dynastic politics and corruption."" Local journalists could not reach sources, verify information, send photographs or video, or in many cases confirm stories with editors outside the region; some had to travel to a government-run media center to use monitored internet access. Mobile and broadband internet were restored only in stages over the following months and year, and the International Federation of Journalists said journalists in Kashmir faced ""declining advertising revenues, job losses, pay cuts"" and ""self-censorship"" on top of the shutdown itself.{c:301}{c:302}{c:303}{c:304}{c:305}","The government said the change would bring stability to the region and end ""separatism, terrorism, dynastic politics and corruption""; it did not separately justify the communications shutdown beyond citing broader public-order and security concerns.{c:302}","Journalists could not reach sources, verify facts, send photographs or video, or confirm stories with editors, and the International Federation of Journalists said the disruption was ""an egregious violation of citizens' rights to information from a free press.""{c:303}{c:305}",,historical,2026-09-22,{},,published,2026-09-22T23:09:53Z,2026-09-22,2026-12-22,4,2026-09-22T23:09:47Z,2026-09-22T23:09:53Z
80,2018-saudi-arabia-khashoggi-killed-consulate,Saudi Arabia's government kills journalist Jamal Khashoggi inside its Istanbul consulate,2018-10-02,day,,SA,SA,asia,national,,detention_and_violence,king-salman,Jamal Khashoggi's Washington Post columns criticizing Crown Prince Mohammed bin Salman's consolidation of power and human-rights record.,unknown,,"A Saudi court convicted eight unnamed operatives and sentenced five to death, later commuted; the CIA's assessment that the crown prince ordered the killing did not result in charges against him.",anchor,2010s,"Jamal Khashoggi, a Washington Post columnist and critic of Saudi Crown Prince Mohammed bin Salman, was killed by Saudi agents inside the Saudi consulate in Istanbul; the CIA concluded the crown prince ordered the killing, which Saudi Arabia denied.{c:306}{c:307}{c:308}{c:309}","Jamal Khashoggi, a Saudi journalist who wrote columns for The Washington Post critical of Crown Prince Mohammed bin Salman, entered the Saudi consulate in Istanbul, Turkey, on October 2, 2018, to obtain paperwork for his upcoming marriage, and did not come out. After more than two weeks of denials, Saudi Arabia acknowledged he had died inside the consulate, saying a team of 15 Saudi nationals sent to persuade him to return to the kingdom had killed him accidentally in a struggle; Turkish officials said the killing was planned and that his body was dismembered and never recovered. The Central Intelligence Agency (CIA) concluded, based partly on intercepted communications, that the killing ""would not and could not have happened"" without the crown prince's approval; a Saudi government spokesperson called the assessment ""false."" A Saudi court later convicted eight unnamed operatives, sentencing five to death, later commuted after payments to Khashoggi's family, while clearing senior officials of responsibility.{c:306}{c:307}{c:308}{c:309}","Saudi officials said a 15-member team was sent only to persuade Khashoggi to return to the kingdom and that he died accidentally during a physical struggle; a Saudi spokesperson called the CIA's contrary assessment ""false.""{c:307}{c:309}",A journalist critical of the crown prince was killed inside his own country's consulate; the CIA's assessment that the killing could not have happened without the crown prince's approval drew international scrutiny of Saudi treatment of dissenting journalists abroad.{c:306}{c:307}{c:308}{c:309},,historical,2026-09-22,{},,published,2026-09-22T23:09:59Z,2026-09-22,2026-12-22,4,2026-09-22T23:09:53Z,2026-09-22T23:09:59Z
81,2017-venezuela-foreign-journalists-expelled,Venezuela expels or denies entry to dozens of foreign journalists covering anti-government protests,2017-09-01,day,,VE,VE,south-america,national,,expulsion_and_visa_denial,nicolas-maduro,Sustained anti-government street protests in Venezuela in 2016 and 2017 over the economic crisis and President Maduro's moves to consolidate power.,ongoing,2018-01-25,The pattern of expulsions and entry denials continued into 2018 and 2019 with no announced change in policy in the sources reviewed.,anchor,2010s,"During 2016 to 2018 protests against President Nicolas Maduro's government, Venezuelan authorities expelled, deported or denied entry to dozens of foreign correspondents, most citing bureaucratic pretexts such as visa irregularities rather than a stated substantive reason.{c:310}{c:311}{c:312}","As protests against President Nicolas Maduro's government intensified from 2016 into 2018, Venezuelan immigration and intelligence agencies expelled, deported or refused entry to dozens of foreign correspondents. On September 1, 2017, during a major opposition demonstration, authorities expelled five Al Jazeera English journalists, including Teresa Bo and John Holman, along with reporters for Le Monde, Colombia's Caracol, NPR and the Miami Herald. Brazilian television reporter Leandro Stoliar, detained for ten hours in 2016 while investigating a corruption case, said, ""I felt like a prisoner, like a criminal."" Authorities gave varied, often bureaucratic reasons, citing visa irregularities, missing equipment paperwork or unspecified immigration violations, rather than a single stated policy. Reporters Without Borders' Emmanuel Colombie said the pattern of inconsistent reasons ""creates [a] climate of uncertainty and constitutes [a] threat to freedom of information."" The expulsions continued into 2018 and 2019, affecting journalists from France, Spain, Peru, Argentina and elsewhere.{c:310}{c:311}{c:312}","Authorities cited varied administrative reasons in different cases, including visa irregularities, missing equipment paperwork and unspecified immigration violations, rather than a single stated policy for expelling foreign correspondents.{c:310}{c:311}{c:312}","Dozens of foreign correspondents were expelled, deported or refused entry over roughly two years; RSF's Emmanuel Colombie said the inconsistency of the reasons given ""creates [a] climate of uncertainty and constitutes [a] threat to freedom of information.""{c:311}",,historical,2026-09-22,{},,published,2026-09-22T23:10:05Z,2026-09-22,2026-12-22,4,2026-09-22T23:10:00Z,2026-09-22T23:10:05Z
82,2019-australia-afp-raids-abc-afghan-files,Australian Federal Police raid the national broadcaster over reporting on alleged war crimes in Afghanistan,2019-06-05,day,,AU,AU,oceania,national,,surveillance_and_subpoenas,scott-morrison,"ABC's 2017 ""Afghan Files"" reporting on allegations that Australian special forces soldiers killed people in breach of the laws of armed conflict.",reversed,2020-10-15,The Commonwealth Director of Public Prosecutions decided in October 2020 not to charge journalist Dan Oakes over the Afghan Files reporting.,anchor,2010s,"Australian Federal Police spent hours searching the headquarters of the Australian Broadcasting Corporation (ABC) over its 2017 ""Afghan Files"" reports on alleged killings by Australian special forces that breached the laws of armed conflict, seizing files under a warrant citing the Crimes Act's ban on publishing classified material.{c:313}{c:314}{c:315}{c:316}","In 2017, the Australian Broadcasting Corporation (ABC), the national public broadcaster, published the ""Afghan Files,"" reports based on leaked defense documents describing allegations that Australian special forces killed people in breach of the laws of armed conflict. On June 5, 2019, Australian Federal Police (AFP) officers spent about eight hours searching ABC's Sydney headquarters, examining thousands of files and journalist Dan Oakes' emails, under a warrant citing the Crimes Act 1914's ban on ""publishing classified material."" Officers left with two USB drives of sealed files pending legal review. ABC managing director David Anderson said, ""The ABC stands by its journalists, will protect its sources and continue to report without fear or favour on national security and intelligence issues when there is a clear public interest,"" and news director Gaven Morris said, ""journalism is not a crime."" The AFP said its actions were ""independent and impartial at all times."" The raid followed a separate police search, one day earlier, of a News Corp journalist's home over unrelated leaked material.{c:313}{c:314}{c:315}{c:316}","The AFP said the raid concerned ""allegations of publishing classified material, contrary to provisions of the Crimes Act 1914,"" and separately said its investigative actions had been ""independent and impartial at all times.""{c:313}","Police searched the newsroom for eight hours and reviewed a journalist's personal emails and thousands of files before leaving with sealed material; ABC's news director said, ""journalism is not a crime,"" and its editorial director called the reporting ""outstanding"" and in the public interest.{c:315}{c:316}",,historical,2026-09-22,{},,published,2026-09-22T23:10:11Z,2026-09-22,2026-12-22,4,2026-09-22T23:10:06Z,2026-09-22T23:10:11Z
83,2013-uk-miranda-detention-guardian-hard-drives,United Kingdom detains journalist's partner under terrorism law and oversees destruction of Guardian hard drives holding Snowden files,2013-08-18,day,,GB,GB,europe,national,,surveillance_and_subpoenas,david-cameron,"The Guardian's 2013 reporting, based on files leaked by former NSA contractor Edward Snowden, on mass surveillance by the United States and United Kingdom.",upheld,2016-01-19,"The Court of Appeal ruled in January 2016 that Miranda's detention itself was lawful, but found Schedule 7's stop powers incompatible with press-freedom protections for journalistic material generally.",anchor,2010s,"British authorities detained David Miranda, partner of Guardian journalist Glenn Greenwald, for nine hours at Heathrow Airport under anti-terrorism powers, and separately had Guardian staff destroy hard drives holding files leaked by Edward Snowden rather than hand them to a court.{c:317}{c:318}{c:319}{c:320}{c:321}{c:322}","In August 2013, as The Guardian was reporting on National Security Agency (NSA) surveillance based on documents leaked by former contractor Edward Snowden, British authorities detained David Miranda, the partner of Guardian journalist Glenn Greenwald, for nine hours at London's Heathrow Airport, the maximum allowed without charge under Schedule 7 of the Terrorism Act 2000, a law letting officers stop and question travellers at ports without suspicion of a crime. Officers questioned him and seized electronic devices; the government said police were right to stop people suspected of possessing ""highly sensitive stolen information that would help terrorism."" Separately, British intelligence officials visited The Guardian's London offices and, editor Alan Rusbridger said, watched as Guardian staff used power drills to destroy hard drives containing Snowden material in the building's basement, after officials told the paper, in Rusbridger's account, ""You've had your fun. Now we want the stuff back."" Rusbridger said the paper chose destruction over handing material to a court because copies existed elsewhere, including in the United States.{c:317}{c:318}{c:319}{c:320}{c:321}{c:322}","The government said Miranda's detention was justified because he was suspected of carrying ""highly sensitive stolen information that would help terrorism,"" and that authorities had ""a duty to protect the public and our national security.""{c:318}{c:321}","A journalist's partner was held for nine hours and had devices seized without being charged with any offense, and Guardian staff destroyed computer hard drives under official observation rather than hand Snowden material to a court, an episode Greenwald said would only make him ""far more aggressive"" in reporting.{c:319}",,historical,2026-09-22,{},,published,2026-09-22T23:10:19Z,2026-09-22,2026-12-22,4,2026-09-22T23:10:12Z,2026-09-22T23:10:19Z
84,1998-serbia-public-information-act-fines,Serbia's Public Information Act lets courts fine independent newspapers into financial danger,1998-10-20,day,,RS,RS,europe,national,,insult_and_defamation_laws,slobodan-milosevic,Independent Serbian media's coverage of NATO's escalating confrontation with Yugoslavia over Kosovo through 1998 and 1999.,reversed,2001-01-01,The law was suspended after Milosevic lost power in October 2000 elections and a change of government in Serbia.,anchor,1990s,"Serbia's parliament passed a Public Information Act allowing courts to levy same-day fines against newspapers for vaguely defined offenses against the state's interests, and independent papers were fined far more often and more heavily than pro-government ones.{c:323}{c:324}{c:325}{c:326}","In October 1998, Serbia's parliament, dominated by allies of Yugoslav President Slobodan Milosevic, passed the Law on Public Information, requiring media to avoid publishing material judged to violate ""the inviolability of human dignity and the right to a private life"" and barring ""untruths which violate the rights of the individual,"" with courts empowered to impose large fines within 24 hours of a complaint and little opportunity to appeal before payment came due. By early 2000, independent outlets had received 31 fines averaging 420,000 dinars each, roughly three times the average fine on pro-government papers. Newspapers including Glas javnosti, Danas, Cacanski Glas and the magazine Vranjske were fined repeatedly. Milosevic said enforcement of the law had been ""very weak"" and that critics were ""under foreign control""; the ruling Yugoslav Left party called for ""decontamination of the journalistic profession,"" describing independent media as a ""fifth column."" The law was suspended after Milosevic lost power in October 2000.{c:323}{c:324}{c:325}{c:326}","President Milosevic said the law's enforcement had been ""very weak"" and dismissed critics as being ""under foreign control""; the allied Yugoslav Left party called independent outlets a ""fifth column"" and demanded ""decontamination of the journalistic profession.""{c:325}{c:326}","Independent newspapers received fines nearly three times larger, on average, than pro-government papers, payable within days of a court decision, financial pressure some outlets said threatened their survival.{c:323}{c:324}{c:325}{c:326}",,historical,2026-09-22,{},,published,2026-09-22T23:10:25Z,2026-09-22,2026-12-22,4,2026-09-22T23:10:19Z,2026-09-22T23:10:25Z
85,2020-minnesota-state-patrol-arrests-cnn-crew-minneapolis,Minnesota State Patrol arrests CNN crew live on air in Minneapolis,2020-05-29,day,,US-MN,US,north-america,state_or_province,,detention_and_violence,tim-walz,"Protests in Minneapolis followed the police killing of George Floyd on May 25, 2020. Jimenez's crew was reporting live on the unrest and the state's response near the site of the killing when troopers moved to clear the area at dawn on May 29.",reversed,2020-05-29,"The crew was released within about ninety minutes and Governor Walz apologized the same day, calling the arrest his own failure.",granular,2020s,Minnesota State Patrol troopers arrested CNN correspondent Omar Jimenez and his crew on live television while they covered protests after the police killing of George Floyd. Officers gave no reason before handcuffing the three men; Governor Tim Walz apologized hours later and called the arrest a failure of the state's own procedures.{c:327},"Just after 5 a.m. on May 29, 2020, Minnesota State Patrol troopers in riot gear approached a CNN crew, correspondent Omar Jimenez, photojournalist Leonel Mendez and producer Bill Kirkos, reporting live from Minneapolis on protests over George Floyd's killing four days earlier. Jimenez identified himself on camera, showed his credentials and offered to move; troopers handcuffed him anyway, without giving a reason, and the arrest aired live. Mendez and Kirkos were also detained and the crew's equipment was seized. All three were released about ninety minutes later after CNN's president contacted state officials. Governor Tim Walz, Minnesota's head of government, apologized publicly the same day, saying the state bore responsibility for failing to protect journalists covering the unrest. CNN pointed out that a white CNN correspondent working nearby, Josh Campbell, was allowed to stay after identifying himself, a contrast that became part of the story.{c:327}{c:328}{c:329}{c:330}",Troopers gave no explanation to the crew before or during the arrest. State Patrol did not publish a contemporaneous justification; Governor Walz later called the episode a failure rather than defending it.{c:327}{c:328}{c:329}{c:330},"CNN's live broadcast was interrupted by the arrest of an identified, credentialed crew, and the incident became one of the most widely seen examples in a wave the U.S. Press Freedom Tracker recorded of officers detaining or using force against journalists covering the 2020 protests nationwide.{c:328}{c:330}",Minnesota State Patrol did not publish a named officer or a stated reason for singling out Jimenez's crew for arrest.,reversed,2026-09-22,{},,published,2026-09-22T23:10:31Z,2026-09-22,2026-12-22,4,2026-09-22T23:10:26Z,2026-09-22T23:10:31Z
