id,subject_type,subject_id,field,value,statement,attribution,source_id,evidence_quote,evidence_date,method,verified_at,confidence,status,supersedes_id,superseded_by,supersede_reason,batch_label,created_at
123,incident,28,stated_justification,Roosevelt's rationale,"President Roosevelt said Americans hated censorship as much as they hated war, even as his administration created a wartime censorship office.",,156,"All Americans abhor censorship, just as they abhor war.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:11Z
124,incident,28,effect_on_reporting,Code of Wartime Practices content,"The Office of Censorship's Code of Wartime Practices asked the press not to report on troop, ship and plane movements, fortifications, weather conditions, casualty lists or damage to military targets.",,156,"troop, ship, and plane movements, fortifications, weather conditions, casualty lists, damage to various military targets, transportation of war materials",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:12Z
125,incident,28,occurred_on,"Office created December 19, 1941","Roosevelt created the Office of Censorship under Byron Price, a former Associated Press news editor, who wrote a Code of Wartime Practices for newspapers and radio stations.",,157,"Roosevelt creates the Office of Censorship. Under the direction of Byron Price, former executive news editor of the Associated Press, the office established a Code of Wartime Practices for newspapers and radio stations.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:13Z
126,incident,29,action,"35 subpoenas, 26 to Times staff","The Senate Internal Security Subcommittee issued 35 subpoenas for secret hearings on Communism in the press, radio and television, and 26 of them went to past or present New York Times employees.",,158,"Of 35 subpoenas to secret hearings by the Internal Security Subcommittee, 26 went to past or present employees of the New York Times.",1956-11-26,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:17Z
127,incident,29,stated_justification,Times editorial reaction,The New York Times said in an editorial that the Eastland subcommittee's investigation appeared aimed with particular emphasis at the paper.,,158,It seems to us quite obvious that the Eastland investigation has been aimed with particular emphasis at the New York Times,1956-11-26,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:17Z
128,incident,29,effect_on_reporting,Staff fired before testifying,At least one Times employee was dismissed before the hearings even started once he indicated he would invoke the Fifth Amendment rather than answer the subcommittee.,,158,"the Times fired him before the hearings started, when he indicated that he would duck behind the Fifth",1956-11-26,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:18Z
129,incident,30,stated_justification,Dean memo purpose,"White House Counsel John Dean's August 16, 1971 memo described how the Nixon administration could use the machinery of the federal government against people it considered political enemies.",,159,how we can use the available federal machinery to screw our political enemies,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:23Z
130,incident,30,effect_on_reporting,IRS role,"The same effort discussed using the Internal Revenue Service to harass people and organizations on the list, which included a media category.",,159,using the Internal Revenue Service to harass people and organizations,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:23Z
131,incident,30,action,Schorr on the list,"CBS News correspondent Daniel Schorr found he was number 17 on the list, one description of him on it calling him a real media enemy.",,199,a real media enemy,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:24Z
132,incident,31,action,Heavy presumption against prior restraint,The Supreme Court's per curiam opinion said any system of restraints on publication ordered in advance came to the Court bearing a heavy presumption against being constitutional.,,100,Any system of prior restraints of expression comes to this Court bearing a heavy presumption against its constitutional validity.,1971-06-30,court_record,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:28Z
133,incident,31,stated_justification,Black concurrence on the press's role,Justice Hugo Black wrote that the press was protected precisely so it could disclose the government's secrets and inform the public.,,100,The press was protected so that it could bare the secrets of government and inform the people.,1971-06-30,court_record,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:29Z
134,incident,31,occurred_on,Pentagon Papers commissioned and leaked,"The Pentagon Papers were commissioned by Secretary of Defense Robert McNamara and covered the United States role in Indochina from the Second World War until May 1968, before Daniel Ellsberg leaked them in 1971.",,160,"Pentagon Papers, papers that contain a history of the U.S. role in Indochina from World War II until May 1968.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:30Z
135,incident,32,action,No constitutional privilege,The Supreme Court held that a reporter cannot claim First Amendment protection for withholding confidentially received information from a grand jury.,,161,A reporter cannot claim First Amendment protection in withholding confidentially received information from a grand jury.,1972-06-29,court_record,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:34Z
136,incident,32,stated_justification,Same duty as other citizens,The Court framed the issue as whether reporters must respond to grand jury subpoenas and answer relevant questions the same way other citizens do.,,161,"The sole issue before us is the obligation of reporters to respond to grand jury subpoenas as other citizens do, and to answer questions relevant to an investigation into the commission of crime.",1972-06-29,court_record,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:35Z
137,incident,32,effect_on_reporting,Incidental burdens permitted,The Court said the First Amendment does not void every incidental burden on the press that results from enforcing general criminal or civil law.,,161,It is clear that the First Amendment does not invalidate every incidental burdening of the press that may result from the enforcement of civil or criminal statutes of general applicability.,1972-06-29,court_record,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:35Z
138,incident,33,action,No press at initial landing,"When American soldiers landed on Grenada's beaches at 5 a.m. on October 25, 1983, journalists were not present to document the invasion.",,162,"When American soldiers stormed the island's beaches at 5 a.m., journalists weren't there to document the invasion.",2001,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:40Z
139,incident,33,stated_justification,McDonald's operational-reasons order,Admiral Wesley McDonald barred reporters from the island for what he described as operational reasons.,,163,Adm. Wesley McDonald banned reporters for 'operational reasons.',,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:41Z
140,incident,33,status,Sidle Commission recommendation,"A Pentagon-appointed panel concluded that while open coverage remained preferable, a pool of reporters would be an acceptable way to cover the early stages of a surprise military operation.",,162,"while open coverage of conflict would be the preferred method, a pool of reporters would be acceptable and, at times, desirable in covering early stages of combat or surprise attacks.",2001,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:41Z
141,incident,34,occurred_on,Forced into exile in 1981,"Jean Dominique was forced into exile in 1981 after his wife, journalist Michèle Montas, and other Radio Haiti-Inter staff were arrested and deported by the government.",,164,"forced into exile in 1981 after his wife, Michèle Montas, and other Haiti Inter staff were arrested and deported by the regime",2001-04-03,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:45Z
142,incident,34,action,Critic of the Duvalier dictatorship,Dominique was described as a critic of the Duvalier family's rule of Haiti from 1957 to 1986.,,164,a critic of the Duvalier dictatorship (1957-86),2001-04-03,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:46Z
143,incident,34,status,Returned after Duvalier's fall,Dominique returned to Haiti after the fall of President-for-life Jean-Claude Duvalier in February 1986.,,164,He returned after the fall of President-for-Life Jean-Claude 'Baby Doc' Duvalier in February 1986.,2001-04-03,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:46Z
144,incident,35,action,DIP created 1939,"The Department of Press and Propaganda, the DIP, was created in Vargas's Brazil in 1939 to promote Getúlio Vargas's political propaganda.",,166,"O DIP, Departamento de Imprensa e Propaganda foi criado no Brasil de Vargas em 1939 para promover a propaganda política de Getúlio Vargas.",,primary_document,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:51Z
145,incident,35,effect_on_reporting,Powerful instrument of censorship,For six years the DIP served as a powerful instrument of censorship in Brazil.,,166,"Por seis anos, foi um poderoso instrumento de censura no país",,primary_document,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:51Z
146,incident,35,status,Estado Novo dates,"Brazil's Estado Novo was a dictatorial period from 1937 to 1945 under President Getúlio Vargas, the period during which the DIP operated.",,167,dictatorial period (1937–45) in Brazil during the rule of President Getúlio Vargas,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:52Z
147,incident,36,action,Radio Magallanes bombed,"Radio Magallanes was bombed and hit with machine-gun fire around 10 a.m. on the day of the coup, going off the air about 27 minutes later after four of its journalists were arrested.",,168,"Less than an hour later, at 10 a.m., Radio Magallanes was bombed and hit with machine-guns.",2023-09-11,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:56Z
148,incident,36,effect_on_reporting,Radio Candelaria last station off air,"Radio Candelaria was the last station still opposing the coup to go off the air, losing its signal minutes before La Moneda, the presidential palace, was bombed.",,168,"Radio Candelaria was the last station opposing the coup to go off the air, losing its signal just minutes before La Moneda was bombed at 11:52 a.m.",2023-09-11,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:57Z
149,incident,36,status,Journalists blacklisted,Journalists who had supported the constitutional government could not work in the newly military-controlled press once their names appeared on blacklists.,,168,We couldn't work in the military-controlled press for two reasons: or rejection of the dictatorship and our names being on 'blacklists',2023-09-11,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:04:57Z
150,incident,37,stated_justification,Communiqué No. 19 penalty,The junta's Communiqué No. 19 provided for imprisonment for an indefinite period for anyone who disseminated or reproduced communiqués or pictures from organizations it had outlawed.,,170,"he, who, by whatever means, disseminates or reproduces communiqués or pictures from...illegal associations...shall be punished, by imprisonment for an indefinite time period",1980,primary_document,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:02Z
151,incident,37,effect_on_reporting,500 journalists left the country,"A subcommittee reported that approximately 500 journalists were forced to leave Argentina for political reasons, while documenting 68 missing journalists and 80 detained.",,170,approximately 500 journalists were forced to leave the country for political reasons,1980,primary_document,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:03Z
152,incident,37,action,Herald kept publishing under threat,"Communiqué No. 19 threatened anyone who published information against the junta's interests with up to 10 years in prison, yet the Buenos Aires Herald kept publishing under editor Robert Cox and journalist Andrew Graham-Yooll, who both later had to leave the country after death threats.",,171,an order that threatened anyone who published information against its interests with a prison sentence of up to 10 years,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:03Z
153,incident,38,action,Bars non-Aryans from journalism,The Editors Law forbade non-Aryans from working in journalism.,,198,"The Editors Law (Schriftleitergesetz) forbids non-""Aryans"" to work in journalism.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:41Z
154,incident,38,stated_justification,Paragraph 14 requirement,The law required editors to omit anything judged calculated to weaken the strength of the German state at home or abroad.,,172,omit anything 'calculated to weaken the strength of the Reich abroad or at home.',,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:42Z
155,incident,38,effect_on_reporting,Racial registries,"The Reich Press Chamber kept registries of editors and journalists it certified as racially pure, excluding Jews and those married to Jews from the profession.",,172,"kept registries of 'racially pure' editors and journalists, and excluded Jews and those married to Jews from the profession.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:43Z
156,incident,39,action,Final authority over print and the arts,"Glavlit was the central censorship office established in the Soviet Union in 1922, with final authority over printed materials as well as the performing arts.",,173,"office, known for short as Glavlit, with final authority over printed materials as well as the performing arts.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:47Z
157,incident,39,effect_on_reporting,All printing required approval by 1930,"By 1930 all printing and publishing in the Soviet Union was subject to pre-publication censorship, covering everything from newspapers and books to posters and theater tickets.",,174,by 1930 all printing and publishing in the Soviet Union was subject to pre-publication censorship,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:47Z
158,incident,39,status,"Relaxed under glasnost, dissolved 1991","Glavlit's standards were relaxed in late 1988 as part of Mikhail Gorbachev's glasnost campaign, and the agency was dissolved by presidential decree in 1991.",,174,Its standards were relaxed in late 1988 as part of Mikhail Gorbachev's glasnost campaign,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:48Z
159,incident,40,action,Permission required to be a journalist,"The 1938 Press Law made government permission necessary to found a newspaper, to work as a professional journalist, or to be a newspaper's director.",,175,"Government permission became necessary to found a newspaper, to work as a professional journalist or be director of a newspaper.",1972,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:52Z
160,incident,40,stated_justification,False and tendentious news offense,"Authorities could prosecute journalists for what the law called the diffusion of false and tendentious news against the authority of the state, punishable by three to ten years in prison.",,175,diffusion of false and tendentious news against the authority of the State,1972,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:52Z
161,incident,40,effect_on_reporting,1966-68 penalties under the later law,"Even after a 1966 law that claimed to end censorship, Spanish authorities imposed 180 penalties on the press between 1966 and 1968 and drafted still harsher prison terms for journalists.",,175,6 to 12 years' imprisonment for journalists who did not 'duly respect the institutions.',1972,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:53Z
162,incident,41,action,1926 decree denied censorship existed,"A 1926 decree, Law 12008, declared that no censorship existed in Portugal even though censorship had in fact been introduced after that year's coup.",,175,"that no censorship existed, even though censorship had in fact been introduced after the coup d'etat.",1972,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:57Z
163,incident,41,stated_justification,1933 constitution guaranteed expression,"Only in 1933 did Salazar's government openly establish formal censorship, in the same year a new constitution guaranteed freedom of expression of thought in any form.",,175,freedom of expression of thought in any form whatsoever,1972,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:58Z
164,incident,41,effect_on_reporting,Estado Novo characterized by censorship,"Portugal's Estado Novo was an authoritarian, corporatist republic with a strong emphasis on order, censorship and propaganda.",,176,"The Estado Novo was characterized by an authoritarian, corporatist republic with a strong emphasis on order, censorship, and propaganda.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:05:58Z
165,incident,42,occurred_on,Invasion date,"The Soviet Union led Warsaw Pact troops into an invasion of Czechoslovakia on August 20, 1968 to reverse the Prague Spring's reforms in Prague.",,177,"On August 20, 1968, the Soviet Union led Warsaw Pact troops in an invasion of Czechoslovakia to crack down on reformist trends in Prague.",,primary_document,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:03Z
166,incident,42,effect_on_reporting,Censorship reestablished,Czechoslovakia's new leadership reestablished government censorship and controls preventing freedom of movement in the invasion's aftermath.,,177,the new leadership reestablished government censorship and controls preventing freedom of movement,,primary_document,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:03Z
167,incident,42,action,Prague Spring liberalization ended,"The Prague Spring was a brief period of economic and political liberalization in Czechoslovakia under Alexander Dubček that began in January 1968 and effectively ended when Soviet forces invaded on August 20, 1968.",,178,"brief period of economic and political liberalization in Czechoslovakia under Alexander Dubček that began in January 1968 and effectively ended on August 20, 1968, when Soviet forces invaded",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:05Z
168,incident,43,stated_justification,Jaruzelski's address,Jaruzelski opened his televised address announcing martial law by saying the country had found itself at the edge of the abyss and that the structures of the state were ceasing to function.,,179,Our country has found itself at the edge of abyss. The structures of the state are ceasing to function.,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:09Z
169,incident,43,effect_on_reporting,Phone and telex lines cut,All private phone and telex lines were cut off and mail was subjected to censorship once martial law took effect.,,179,"All private phone and telex lines were cut off, mails were subjected to censorship.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:10Z
170,incident,43,action,"Newspapers closed, media consolidated","Jaruzelski's martial law suspended the freedoms that had been developing, closed many newspapers and put broadcast media under military control.",,180,"General Wojciech Jaruzelski imposed martial law in December 1981, suspending the freedoms that were beginning to develop, closing many newspapers, and putting the broadcast media under military control.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:11Z
171,incident,44,stated_justification,Hurd's rationale,"The government said groups that lived by the bomb and the gun, and those who supported them, could not in all circumstances be given the same rights as the rest of the population.",,181,Those who live by the bomb and the gun and those who support them cannot in all circumstances be accorded the same rights as the rest of the population.,2018-01,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:16Z
172,incident,44,effect_on_reporting,Actors voiced the transcripts,"Broadcasters had actors read interview transcripts in place of the banned speakers' own voices, with actor Stephen Rea voicing Sinn Féin's Gerry Adams as clearly and neutrally as possible.",,181,as clearly and neutrally as possible,2018-01,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:16Z
173,incident,44,status,Ban called an embarrassing failure,"Channel 4's head of news, on the ban being lifted, called it one of the most embarrassing attempts to censor coverage.",,181,one of the most embarrassing attempts to censor coverage.,2018-01,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:17Z
174,incident,45,action,Infamous security law limiting media,"The Suppression of Communism Act was one of the most infamous of all security laws during the apartheid era, and it severely limited what the media could report.",,182,"One of the most infamous of all security laws during the apartheid era, it severely limited what the media could report",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:22Z
175,incident,45,stated_justification,Broad definition of communism,The act defined communism and its aims broadly enough to include any opposition to the government.,,183,defined communism and its aims broadly to include any opposition to the government,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:22Z
176,incident,45,effect_on_reporting,Banned persons could not be quoted,People the government banned under the act could not be quoted in publications at all.,,183,could not be quoted in publications,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:23Z
177,incident,46,action,Decree nationalized all newspapers,"A presidential decree was issued on 24 May 1960 to nationalize all newspapers and magazines in Egypt, which were submitted to the full management of the state.",,185,"a presidential decree was issued on 24 May 1960 to nationalize all newspapers and magazines in Egypt. They were all submitted to the full management of the state, which chose its editors, and defined the media content.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:27Z
178,incident,46,effect_on_reporting,State chose editors and content,Under the nationalized system the state chose newspapers' editors and defined their media content directly.,,185,"They were all submitted to the full management of the state, which chose its editors, and defined the media content.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:27Z
179,incident,46,stated_justification,Al-Ahram became government's voice,"When President Nasser nationalized the press in 1960, Al-Ahram became the de facto voice of the government.",,186,"when Pres. Gamal Abdel Nasser nationalized the press in 1960, Al-Ahram became the de facto voice of the government.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:28Z
180,incident,47,stated_justification,Le Grange's rationale,Minister Louis le Grange said the government was concerned about television and other camera crews being present in unrest situations that proved to be a catalyst to further violence.,,184,The government is concerned with the presence of television and other camera crews in unrest situations which proved to be a catalyst to further violence.,1985-11-02,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:32Z
181,incident,47,action,Recording riots made an offense,A government gazette notice made it an offense under the emergency regulations to take any sound or visual recording of a riot situation.,,184,It is an offense under the emergency regulations to take a recording (sound or visual) of any riot situation.,1985-11-02,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:33Z
182,incident,47,effect_on_reporting,Foreign correspondents' warning,South Africa's Foreign Correspondents Association condemned the measure as the start of what it called a slide toward a completely controlled press.,,184,the beginning of the slippery slide toward a totally controlled press.,1985-11-02,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:33Z
183,incident,48,occurred_on,Pre-censorship imposed June 26 1975,"Pre-censorship was imposed on all Indian newspapers on June 26, 1975, requiring editors to obtain government clearance before publishing news, editorials or photographs.",,187,Pre-censorship was imposed on all newspapers.,,primary_document,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:37Z
184,incident,48,effect_on_reporting,Foreign correspondents screened,"From July 5, 1975, telex messages sent by foreign correspondents faced restrictions and prior screening by government censors.",,187,prior screening,,primary_document,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:38Z
185,incident,48,action,News agencies merged into Samachar,"On February 1, 1976, the government consolidated the country's four major news agencies, Press Trust of India, United News of India, Samachar Bharati and Hindustan Samachar, into a single entity named Samachar.",,187,"'friendly', 'neutral' or 'hostile'",,primary_document,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:38Z
186,incident,49,stated_justification,LOI No. 1 rationale,"Letter of Instruction No. 1 said the takeover of media was meant to prevent privately owned newspapers, magazines and broadcast facilities from being used for propaganda purposes against the government.",,188,"[I]n order to prevent the use of privately owned newspapers, magazines, radio and television facilities and all other media of communications, for propaganda purposes against the government...",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:43Z
187,incident,49,effect_on_reporting,Content required positive national value,"A September 25, 1972 censorship order required news reports to have positive national value and barred any editorial opinion or commentary critical of the military or law enforcement.",,188,news reports of positive national value,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:43Z
188,incident,49,action,Proclamation 1081 and detentions,"Marcos signed Proclamation No. 1081 placing the Philippines under martial law, and by September 23, 1972 media and opposition figures known for criticizing him were taken to military camps for investigation and detention.",,189,Media and opposition personalities known to be critical against Marcos are taken to military camps for investigation and detention.,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:44Z
189,incident,50,action,Order to purge by August 10,"The government ordered all South Korean newsmen and broadcasters who had resisted censorship or sought freedom of the press to be purged from their jobs by August 10, 1980.",,190,ordered all South Korean newsmen and broadcasters who have resisted censorship or sought freedom of the press to be purged from their jobs by Aug. 10,1980-07-31,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:48Z
190,incident,50,stated_justification,National security rationale,The government said nothing was more important than maintaining national security against North Korea and preserving domestic order and peace.,,190,nothing is more important than the Maintenance of national security against North Korea and the preservation of (domestic) order and peace,1980-07-31,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:49Z
191,incident,50,effect_on_reporting,"2,000 journalists dismissed","An association of the journalists dismissed in the 1980s purge later counted about 2,000 people who could no longer pursue careers in the South Korean press.",,191,"An association of the dismissed journalists in the 1980s counted the number of journalists who could no longer pursue their careers at 2,000.",2024-12-13,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:49Z
192,incident,51,effect_on_reporting,Board could reject any material,The Press Scrutiny Board could decide not only the content of materials accepted for publication but even the numbers printed.,,192,can decide not only the content of materials accepted for publication but even the numbers printed.,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:54Z
193,incident,51,action,Silver ink and torn pages,Censored magazines often appeared with pages missing or words obliterated by silver ink to obscure banned content.,,192,magazines often appearing with pages missing or words obliterated by silver ink.,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:55Z
194,incident,51,stated_justification,SLORC denied censorship existed,"SLORC said in March 1993 that it was not true that government censorship of the press, radio and television existed in Burma.",,192,"It is not true that there is government censorship of the press, radio and television.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:06:55Z
195,incident,52,action,Two journalists ordered to leave,"Associated Press correspondent John Pomfret and Voice of America correspondent Alan Pessin were both ordered to leave China within 72 hours on June 14, 1989.",,194,"having frequent contacts with illegal organization leaders, passing on information to and providing shelter for them",1989-06-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:00Z
196,incident,52,stated_justification,Charge against Pessin,"Authorities accused Pessin of writing stories to distort facts, spread rumor and incite and stir up turmoil and what the government called counter-revolutionary rebellion.",,194,"writing stories to distort facts, spread rumor and incite and stir up turmoil and counter-revolutionary rebellion",1989-06-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:01Z
197,incident,52,effect_on_reporting,Martial law restrictions,"Martial law was declared on May 20, 1989, and the government imposed rigid restrictions on news coverage of the pro-democracy demonstrations that followed.",,194,rigid restrictions,1989-06-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:01Z
198,incident,53,occurred_on,Press Ordinance retained at independence,"When Israel became independent in 1948, it retained the Press Ordinance from the British Mandate period, which gave the military the power to censor publications on security grounds.",,195,"When Israel became independent, it retained the Press Ordinance.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:06Z
199,incident,53,action,Editors' Committee formed 1953,"In 1953, cooperation between the Israeli military and the press was institutionalized with the formation of the Editors' Committee.",,195,"In 1953, cooperation between the Israeli military and the press was institutionalized with the formation of the Editors' Committee.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:06Z
200,incident,53,effect_on_reporting,Occupied territories had no self-censorship privilege,"Editors of newspapers in the West Bank and Gaza Strip had to submit all their articles to military censors each night, unlike newspapers elsewhere in Israel that could self-censor.",,195,Editors of newspapers in the West Bank and in the Gaza Strip had to submit all articles to the military censors each night.,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:07Z
201,incident,54,action,Calwell's distrust of the press,"Calwell brought to the role of Minister for Information an ingrained distrust of the press, sharpened by his capacity for splendid invective and his delight in provocation.",,196,"an ingrained distrust of the press, sharpened by his capacity for splendid invective and his delight in provocation.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:12Z
202,incident,54,effect_on_reporting,Department of Information controlled coverage,"Under National Security Regulations the Department of Information controlled newspaper and radio reports about military events, and monitored war correspondents.",,197,"Under National Security Regulations the DOI controlled newspaper and radio reports about military events, and monitored war correspondents.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:12Z
203,incident,54,stated_justification,Confrontations with proprietors over censorship,"The extent of government censorship led to confrontations with newspaper proprietors, who also resisted government attempts to merge Melbourne's three morning newspapers for the war's duration.",,197,"The extent of government censorship led to confrontations with newspaper proprietors, who also resisted government attempts to merge Melbourne's three morning newspapers, the Age, the Argus and the Sun, for the duration.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:13Z
204,incident,55,effect_on_reporting,Pool dispatches were screened before release,Pentagon ground rules required pooled reporters' material to be screened before release.,,200,"material will be examined solely for its conformance to ... ground rules, not for its potential to express criticism or cause embarrassment",1991-09-01,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:17Z
205,incident,55,stated_justification,Cheney said detail could aid Iraqi forces,Defense Secretary Dick Cheney said withholding operational detail was necessary because Iraqi forces could exploit it.,,200,every detail we offer would increase the likelihood that the military forces of Iraq could learn more about our operations,1991-09-01,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:18Z
206,incident,55,action,CBS crew captured after leaving the pool,CBS correspondent Bob Simon and his crew left the pool system and were captured by Iraqi forces in Kuwait.,,201,"Bob Simon and his CBS-TV crew broke away from the military escorts, leading to their capture by the Iraqis in Kuwait.",1996-01-09,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:18Z
207,incident,55,effect_on_reporting,Fisk said pooled reporters lost independence,British journalist Robert Fisk said reporters inside the pool system lost independence from military framing.,,200,the people in the pool ... have lost some of their critical faculties and become part of the military machine,1991-09-01,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:19Z
